1.000000 0.000000
0.980118 0.002723
0.960243 0.005599
0.940385 0.008612
0.920550 0.011740
0.900746 0.014967
0.880982 0.018272
0.861264 0.021638
0.841602 0.025046
0.822002 0.028477
0.802473 0.031912
0.783021 0.035332
0.763656 0.038720
0.744383 0.042057
0.725212 0.045324
0.706150 0.048502
0.687203 0.051573
0.668381 0.054518
0.649689 0.057320
0.631136 0.059966
0.612729 0.062453
0.594475 0.064778
0.576381 0.066938
0.558455 0.068929
0.540703 0.070749
0.523132 0.072395
0.505751 0.073863
0.488565 0.075150
0.471580 0.076258
0.454805 0.077190
0.438246 0.077949
0.421908 0.078539
0.405799 0.078964
0.389925 0.079227
0.374292 0.079331
0.358906 0.079279
0.343774 0.079077
0.328902 0.078729
0.314294 0.078240
0.299958 0.077617
0.285898 0.076866
0.272121 0.075993
0.258632 0.075004
0.245435 0.073903
0.232537 0.072699
0.219943 0.071395
0.207656 0.069995
0.195683 0.068503
0.184028 0.066922
0.172696 0.065255
0.161691 0.063506
0.151017 0.061678
0.140678 0.059775
0.130680 0.057799
0.121025 0.055755
0.111717 0.053651
0.102761 0.051494
0.094160 0.049290
0.085916 0.047048
0.078034 0.044773
0.070517 0.042474
0.063367 0.040157
0.056587 0.037829
0.050180 0.035495
0.044149 0.033155
0.038495 0.030809
0.033222 0.028460
0.028331 0.026106
0.023824 0.023750
0.019703 0.021392
0.015969 0.019032
0.012625 0.016674
0.009671 0.014330
0.007108 0.012021
0.004938 0.009767
0.003161 0.007587
0.001779 0.005500
0.000791 0.003527
0.000198 0.001687
0.000000 0.000000
0.000000 0.000000
0.000198 -0.002094
0.000791 -0.004223
0.001779 -0.006375
0.003161 -0.008539
0.004938 -0.010703
0.007108 -0.012855
0.009671 -0.014984
0.012625 -0.017079
0.015969 -0.019127
0.019703 -0.021122
0.023824 -0.023063
0.028331 -0.024955
0.033222 -0.026797
0.038495 -0.028593
0.044149 -0.030345
0.050180 -0.032054
0.056587 -0.033723
0.063367 -0.035354
0.070517 -0.036946
0.078034 -0.038498
0.085916 -0.040007
0.094160 -0.041471
0.102761 -0.042886
0.111717 -0.044251
0.121025 -0.045564
0.130680 -0.046821
0.140678 -0.048021
0.151017 -0.049162
0.161691 -0.050241
0.172696 -0.051258
0.184028 -0.052211
0.195683 -0.053098
0.207656 -0.053919
0.219943 -0.054670
0.232537 -0.055351
0.245435 -0.055960
0.258632 -0.056494
0.272121 -0.056951
0.285898 -0.057327
0.299958 -0.057620
0.314294 -0.057826
0.328902 -0.057943
0.343774 -0.057968
0.358906 -0.057897
0.374292 -0.057729
0.389925 -0.057460
0.405799 -0.057091
0.421908 -0.056618
0.438246 -0.056041
0.454805 -0.055358
0.471580 -0.054566
0.488565 -0.053665
0.505751 -0.052652
0.523132 -0.051527
0.540703 -0.050292
0.558455 -0.048948
0.576381 -0.047497
0.594475 -0.045941
0.612729 -0.044281
0.631136 -0.042518
0.649689 -0.040655
0.668381 -0.038693
0.687203 -0.036639
0.706150 -0.034505
0.725212 -0.032303
0.744383 -0.030043
0.763656 -0.027738
0.783021 -0.025400
0.802473 -0.023039
0.822002 -0.020668
0.841602 -0.018298
0.861264 -0.015935
0.880982 -0.013585
0.900746 -0.011251
0.920550 -0.008939
0.940385 -0.006653
0.960243 -0.004398
0.980118 -0.002179
1.000000 0.000000
